hash,name,text
168136899,NQ_DW18907_INFO,'The Dams of the Dwarves of Gnarlstat'
172447733,NQ_DW3147_INFO,'Malicious Battle Axe of the Illustrious'
173357093,DQ15_BRINGE_NPC_ZIEL10,'Day Laborers'
173357094,DQ15_BRINGE_NPC_ZIEL11,'Master Builder'
173357095,DQ15_BRINGE_NPC_ZIEL12,'Carpenter'
173357096,DQ15_BRINGE_NPC_ZIEL13,'Smith'
173357097,DQ15_BRINGE_NPC_ZIEL14,'Art Expert'
173357098,DQ15_BRINGE_NPC_ZIEL15,'Alchemist'
173357099,DQ15_BRINGE_NPC_ZIEL16,'Veterinarian'
173357100,DQ15_BRINGE_NPC_ZIEL17,'Furrier'
173357101,DQ15_BRINGE_NPC_ZIEL18,'Tailor'
173357102,DQ15_BRINGE_NPC_ZIEL19,'Maidservant'
173357206,DQ15_BRINGE_NPC_ZIEL20,'Servant'
173357207,DQ15_BRINGE_NPC_ZIEL21,"Lady's Maid"
173357208,DQ15_BRINGE_NPC_ZIEL22,'Geologist'
173357209,DQ15_BRINGE_NPC_ZIEL23,'Dancer'
173673367,NQ_BLDH23720_LOG_HEADER,'Fiery Sword of the Peasant'
174570614,NQ_SF9304_LOG_WARN,'Coward!'
183552000,NQ_PS13612_LOG_HEADER,'Nobleman'
187166436,DQ18_TOETE_NPC_ZIEL10,'Magician'
187166437,DQ18_TOETE_NPC_ZIEL11,'Dark Elf'
187166438,DQ18_TOETE_NPC_ZIEL12,'DeMordreyan Soldier'
187166439,DQ18_TOETE_NPC_ZIEL13,'Robber'
187166440,DQ18_TOETE_NPC_ZIEL14,'Lich'
187166441,DQ18_TOETE_NPC_ZIEL15,'Poisonous Spider'
187166442,DQ18_TOETE_NPC_ZIEL16,'Nobleman'
187166443,DQ18_TOETE_NPC_ZIEL17,'Mummy'
187166444,DQ18_TOETE_NPC_ZIEL18,'Undead Mage'
191593352,DQ_15045_ZIEL,'I thank you sincerely! Now I have to attend to my daughter and make sure that she takes the healing herb. Bless you and may the Gods be with you!'
206359618,NQ_7628_LOG_TITLE,'A New Leader'
209358357,DQ_15081_LOG_OFFEN,'The most difficult part was passing the hell golems. The rest was easy enough and now I have finally completed my task. I had better go and tell the magician what happened here.'
211748196,DQ_15047_LOG_ZIEL,'The local farmers are very grateful now they no longer have to worry about their cattle.<n>Quest completed.'
213026048,NQ_B16570_OFFEN,'Grave<n><n>SQUEAK?'
214642729,NQ_UW11_LOG_SIEG,'The Dwarf made his way to his last residence. He collapsed his mine before he finally departed.'
215991053,DQ_10253_LOG_OFFEN,'The swarm of hornets was very difficult to overcome. I think I deserve a considerable reward.'
216322419,DQ_15039_OFFEN,'You haven’t found my animals yet? I hope that nothing has happened to them.'
222996318,NQ_OW25034_LOG_POST,'Hold! I know why you are here but I cannot help you. I am only allowed to help inhabitants of this island. Nobody knows what would happen if I told you the future.'
234821551,DQ_15033_OFFEN,'Remember to complete your task.'
234892628,NQ_7614_LOG_OFFEN,'A child has disappeared and the mother is desperate. Nobody else is here who might be able to save her child. Of course, I will not hesitate in helping to look for the child.'
243427313,DQ_15073_OFFEN,"Please don't forget our concern. Your reward will be well worth it."
244231279,NQ_7616_LOG_HEADER,'An Eerie Graveyard'
244275419,DQ_15001_LOG_OFFEN,'I have discovered the tangleweed. Now I have to return it to Sister Faladal in the monastery in order to complete my mission.'
253048570,RB_5086_LOG_TITLE,'Clear the Lava Region.'
256940748,DQ_15053_ZIEL,'Anjanka, my darling, there you are! Tell me, where are her brothers and her father? My husband? You were too late? Those terrible monsters… Whatever will I do! Anjanka, we must be strong now… I thank you, nonetheless, for you were at least able to save my daughter.'
257715046,DQ_15037_LOG_OFFEN,'The guard wolf appears to be a fairly amicable creature. It should not be a problem to return it to Erdalo.'
258953121,NQ_5003_LOG_HEADER,'Finish the Ritual in Order to Please the Forest God.'
262012099,DQ_15030_OFFEN,'The ghost is still up to its mischief. Please put an end to that!'
266180731,NQ_WD16065_INTRO,'Although I am immortal… HERE I must be very, very careful…'
269251479,RB_5083_LOG_TITLE,'Clear the Swamp Region.'
271509036,DQ_10260_LOG_OFFEN,'I was unable to find out where the key is hidden. Unfortunately, I destroyed the wrong urn. A mistake that has cost me a rune…'
275882193,RB_5089_LOG_TITLE,'Clear the Hell Region.'
276880682,DQ_15074_LOG_OFFEN,'What a nuisance these spirits are! Still, I knew that I would not fail. Now I can look forward to the reward for all my hard work.'
283113831,NQ_X2409_INTRO,'Uuuuhuuaahh <groan>'
285407153,NQ_OW22979_LOG_PRE,'This region is at peace!'
301239360,NQ_DW27808_TITLE,'Only usable with ranged weapon'
306775829,DQ_15041_LOG_ZIEL,'Ten blood bears are dead and the deer population is safer now.<n>Quest completed.'
306990552,NQ_7629_LOG_HEADER,'Reward for the Cooperation'
307670728,DQ_15065_ZIEL,'You have performed admirably! The relic is unscathed and those heathens have not desecrated it. The Gods are grateful.'
321049910,NQ_7606_LOG_OFFEN,'The second of three horrific creatures is waiting. The Mire Worm Queen is hiding inside a dark cave, but I will find and destroy her. The Mohkva have again asked me to return with proof of my victory.'
324030775,DQ_10260_LOG_HEADER,"The Sorcerer's Cryptic Game"
328607800,NQ_Y17605_LOG_TITLE,'Shaddar'
329608087,Q_21105_SIEG,"And I can't stand carrots... "
332086643,DQ_15057_OFFEN,'Please don’t forget your quest to kill Terrorflux before it finds any more victims.'
337414968,NQ_6002_LOG_HEADER,'Annihilate the Ice Elves with the assistance of the Orcs'
343294177,NQ_Q3238_INFO,'Cloister'
343307426,DQ_15052_ZIEL,'The Gods will look warmly upon you and you will have their blessings!'
347754367,NQ_UW9518_LOG_HEADER,'Find the mother who was abducted by demons and take her back to her scared son.'
350813273,DQ_15072_OFFEN,'Take your time with the carapaces. I still have some in stock.'
350898927,DQ_15035_OFFEN,'I hope the guards have not spotted her. That would be very embarrassing for us.'
351388494,DQ_15009_LOG_OFFEN,'Right, now I have to take this water to Hugh Tuburgh. I am sure he is anxiously waiting for it.'
351613730,DQ_15022_OFFEN,'My mother has still not returned! I hope that nothing has happened to her.'
352686991,DQ_15071_LOG_ZIEL,'The medic was anxiously waiting for me. I hope the medicine will help him to fend off his hangover.<n>Quest completed.'
354378480,NQ_7615_LOG_TITLE,'Scorpion Poison'
358400708,DQ_15077_ZIEL,'You have kept your word and returned Fyren unscathed. I am very grateful for that.'
359335100,NQ_UW9522_LOG_TITLE,'Mirkon'
361064519,DQ_15053_LOG_OFFEN,'Well, the fire golems sure made a good job of this. They killed almost the entire family. I only found the little girl Anjanka alive because she was hiding in the mill. I will take her back to her mother immediately.'
363988888,NQ_OWHE10006_LOG_TITLE,'Axe of the Scorpion'
366012769,NQ_7629_LOG_TITLE,"Conspirator's Reward"
366888871,NQ_DWHE2929_LOG_DIALOG,'Singing Ring of the Songs'
369189875,DQ19_BRINGE_NPC_ZIEL1,'Daughter'
369189876,DQ19_BRINGE_NPC_ZIEL2,'Son'
369189877,DQ19_BRINGE_NPC_ZIEL3,'Cow'
369189878,DQ19_BRINGE_NPC_ZIEL4,'Pig'
369189879,DQ19_BRINGE_NPC_ZIEL5,'Chicken'
369189880,DQ19_BRINGE_NPC_ZIEL6,'Horse'
369189881,DQ19_BRINGE_NPC_ZIEL7,'Forest Ranger'
369189882,DQ19_BRINGE_NPC_ZIEL8,'Medic'
369189883,DQ19_BRINGE_NPC_ZIEL9,'Nurse'
369268558,NQ_6003_LOG_SIEG,"The young Elven Lady is in her camp. By the might of... uhm what's the name? ...I have the magic force!"
370389994,NQ_B11468_INFO,'Have you nothing to do?  Go to the Orc lands and find their shamans. '
374053695,DQ_15081_ZIEL,'Hahaha! That is fun! You were able to see their faces and they were distorted with fury? You definitely deserve a reward!<n>'
374528517,NQ_SF12687_LOG_QOFFEN,'Scripts'
374730783,NQ_B14882_ABBRUCH,'Why are you holding me up?'
374743554,NQ_RB21743_ZIEL,"Weren't you... or am I mixing you up with someone else?"
375196351,NQ_Y17605_LOG_HEADER,'Find and destroy the evil magician Shaddar. '
376418574,DQ17_BRINGE_NPC_ZIEL10,'Day Laborers'
376418575,DQ17_BRINGE_NPC_ZIEL11,'Master Builder'
376418576,DQ17_BRINGE_NPC_ZIEL12,'Carpenter'
376418577,DQ17_BRINGE_NPC_ZIEL13,'Smith'
376418578,DQ17_BRINGE_NPC_ZIEL14,'Art Expert'
376418579,DQ17_BRINGE_NPC_ZIEL15,'Alchemist'
376418580,DQ17_BRINGE_NPC_ZIEL16,'Veterinarian'
376418581,DQ17_BRINGE_NPC_ZIEL17,'Furrier'
376418582,DQ17_BRINGE_NPC_ZIEL18,'Tailor'
376418583,DQ17_BRINGE_NPC_ZIEL19,'Maidservant'
376418687,DQ17_BRINGE_NPC_ZIEL20,'Servant'
376418688,DQ17_BRINGE_NPC_ZIEL21,"Lady's Maid"
376418689,DQ17_BRINGE_NPC_ZIEL22,'Geologist'
376418690,DQ17_BRINGE_NPC_ZIEL23,'Dancer'
380748724,NQ_7600_LOG_TITLE,'Restless Dwarf Warrior'
382652994,RB_25094_INTRO,'Inaccurate Axe of the Servants'
386614565,NQ_7628_LOG_OFFEN,'It seems like madness to attempt an assassination on the leader of the demon army. Still, I am going to do it. Galtzark will seize power and then send the demon forces against me in order to keep his face. If all goes well the new leader of the demon army will owe me a favor, and that is a rather appealing thought.'
389440261,DQ_15060_LOG_OFFEN,'What a mess! Slaying these wyverns is one thing, but to disembowel them is… disgusting. This will not come cheap…'
396219093,DQ_10256_LOG_OFFEN,'I found the rabbit! Now I have to return it to the little girl.'
401700241,DQ_15020_LOG_OFFEN,'Gunther the Seer’s vision was right. I have defeated a strange creature in these ancient temple ruins. I should let Gunther know as soon as possible.'
404877780,DQ62_RETTE_NPC_ZIEL23_LOG,"Abdiel's Revenge"
406066470,NQ_OWBL1909_TITLE,'Sliceable!'
406548669,DQ14_BRINGE_NPC_ZIEL10,'Day Laborers'
406548670,DQ14_BRINGE_NPC_ZIEL11,'Master Builder'
406548671,DQ14_BRINGE_NPC_ZIEL12,'Carpenter'
406548672,DQ14_BRINGE_NPC_ZIEL13,'Smith'
406548673,DQ14_BRINGE_NPC_ZIEL14,'Art Expert'
406548674,DQ14_BRINGE_NPC_ZIEL15,'Alchemist'
406548675,DQ14_BRINGE_NPC_ZIEL16,'Veterinarian'
406548676,DQ14_BRINGE_NPC_ZIEL17,'Furrier'
406548677,DQ14_BRINGE_NPC_ZIEL18,'Tailor'
406548678,DQ14_BRINGE_NPC_ZIEL19,'Maidservant'
406548782,DQ14_BRINGE_NPC_ZIEL20,'Servant'
406548783,DQ14_BRINGE_NPC_ZIEL21,"Lady's Maid"
406548784,DQ14_BRINGE_NPC_ZIEL22,'Geologist'
406548785,DQ14_BRINGE_NPC_ZIEL23,'Dancer'
411482779,DQ_15073_LOG_OFFEN,'I expected a serious challenge, but this ghost Trellandir had no chance against me. This time, money came easy.'
412169208,NQ_DWBM23855_QOFFEN,'Andreas Müller'
412536538,DQ_15004_ZIEL,'Thank you so much! Without my pay, my wife Heather would surely have left me tonight.'
413207957,DQ_10255_LOG_TITLE,'Arachnophobia'
413953527,DQ4_BRINGE_NPC_ZIEL1,'Daughter'
413953528,DQ4_BRINGE_NPC_ZIEL2,'Son'
413953529,DQ4_BRINGE_NPC_ZIEL3,'Cow'
413953530,DQ4_BRINGE_NPC_ZIEL4,'Pig'
413953531,DQ4_BRINGE_NPC_ZIEL5,'Chicken'
413953532,DQ4_BRINGE_NPC_ZIEL6,'Horse'
413953533,DQ4_BRINGE_NPC_ZIEL7,'Forest Ranger'
413953534,DQ4_BRINGE_NPC_ZIEL8,'Medic'
413953535,DQ4_BRINGE_NPC_ZIEL9,'Nurse'
415139868,DQ_15056_LOG_OFFEN,'These infidels will no longer desecrate anything or anyone.'
419132778,DQ_15039_LOG_ZIEL,'Farmer Winyard will not forget today in a hurry. All I was able to return of his formerly large herd of cattle was a few bones. Fate obviously didn’t favor him this day.<n>Quest completed.'
419888615,NQ_7629_LOG_SIEG,'I am glad that all these battles and conspiracies were not in vain. I have received one item and a skill point. However, I am more pleased that I can steer clear of these malicious demons from now on. One thing is certain, they haven’t finished scheming yet…'
420515064,NQ_OWBM25909_QOFFEN,'Oh dear!  My master will beat me, or worse. What is to become of me? Why are there no heroes left in this world? Leave me alone with my misery! '
423641773,DQ_15035_LOG_ZIEL,'Soldier Gadget and Novice Gertrude are reunited and nobody is any the wiser about their affair. <n>Quest completed.'
424307532,NQ_7625_LOG_SIEG,'The Haduk are free. None of the Nuk-Nuk survived. It was a massacre but it was the only way to free the Haduk. These creatures are very grateful and they have given me a valuable item.'
424720083,DQ_15014_LOG_ZIEL,'Lena has nothing to worry about anymore. Her husband’s shirt is back in the wardrobe where it belongs.<n>Quest completed.'
426937953,RB_5086_LOG_HEADER,'The final opponents of the lava region have been awakened.'
436149902,DQ_15015_LOG_OFFEN,'I have found all the bars! Now I must return them to the blacksmith in Porto Vallum.'
439558257,DQ_15019_OFFEN,'We are still waiting to hear from Haddak. Have you not been able to find anything yet?'
440045991,NQ_UW9520_LOG_SIEG,'Carolyn was very happy to receive the cookies. She is looking forward to attend Marquis de St. Marco’s festivities soon.'
440809335,NQ_7630_LOG_HEADER,'There are truly strange creatures here in Darkwood. One of the undead has asked me to fetch him seven horns of Sakkara demons. I have decided to grant his request. Maybe this is a way to gain some support in my hunt for Anducar.'
442247236,DQ_15025_ZIEL,'Thank you very much, strange being. May our paths never cross again! That would be better for both of us, and for our entire world.'
443700393,DQ10_TOETE_NPC_ZIEL10,'Magician'
443700394,DQ10_TOETE_NPC_ZIEL11,'Dark Elf'
443700395,DQ10_TOETE_NPC_ZIEL12,'DeMordreyan Soldier'
443700396,DQ10_TOETE_NPC_ZIEL13,'Robber'
443700397,DQ10_TOETE_NPC_ZIEL14,'Lich'
443700398,DQ10_TOETE_NPC_ZIEL15,'Poisonous Spider'
443700399,DQ10_TOETE_NPC_ZIEL16,'Nobleman'
443700400,DQ10_TOETE_NPC_ZIEL17,'Mummy'
443700401,DQ10_TOETE_NPC_ZIEL18,'Undead Mage'
444133257,DQ_27927_LOG_OFFEN,'Death and doom shall follow your path... hurry on, there is nothing more for you here...'
446053664,NQ_7628_LOG_HEADER,'Conspiracy for Power'
446982781,DQ_15027_LOG_OFFEN,'I knew that I had seen this variety of rose here. Violetta will be very happy.'
452184403,DQ_10254_LOG_SIEG,'These highwaymen were very dangerous. I deserve a hefty reward.'
452860042,DQ18_BRINGE_NPC_ZIEL1,'Daughter'
452860043,DQ18_BRINGE_NPC_ZIEL2,'Son'
452860044,DQ18_BRINGE_NPC_ZIEL3,'Cow'
452860045,DQ18_BRINGE_NPC_ZIEL4,'Pig'
452860046,DQ18_BRINGE_NPC_ZIEL5,'Chicken'
452860047,DQ18_BRINGE_NPC_ZIEL6,'Horse'
452860048,DQ18_BRINGE_NPC_ZIEL7,'Forest Ranger'
452860049,DQ18_BRINGE_NPC_ZIEL8,'Medic'
452860050,DQ18_BRINGE_NPC_ZIEL9,'Nurse'
455336687,NQ_7613_LOG_TITLE,'Slave Transport'
457149335,NQ_UW9518_LOG_SIEG,'The little fellow was overjoyed to have his mother is back. He is wishing for a reward for me… Children can be so naïve. If only it was that easy…'
457183093,DQ_15050_LOG_ZIEL,'Lady Lucretia was very relieved to hear the news. Her tormented soul is no longer restless and she may find her peace now.<n>Quest completed.'
465948348,DQ_15066_OFFEN,'Please hurry! I am very worried about my workers.'
466663151,DQ_15053_OFFEN,'Please hurry, every second counts!'
469132664,DQ_10250_LOG_SIEG,'I have collected the blood that is required for the medicine. Now I will have to hand it to the druid.'
469770901,NQ_5002_LOG_QSIEG,'I found the treasure. Now I should leave this dark region as quickly as possible.'
472228638,DQ_15043_LOG_ZIEL,'These giants were definitely a challenge. All this trouble for a little spring water… Oh well…<n>Quest completed.'
473018697,NQ_BLDH18344_LOG_TITLE,'Orc!'
473968847,NQ_DW16370_TITLE,'Elaborate Musket of the Tainted'
474740433,NQ_OWBM13064_LOG_TITLE,'Hunters of the Night'
475459163,DQ_15060_LOG_ZIEL,'Witch Wishweed has received four dragon lungs and my reward was most generous.<n>Quest completed.'
477097171,DQ_15012_OFFEN,'Don’t forget that we are counting on you!'
477299135,DQ20_BRINGE_NPC_ZIEL1,'Daughter'
477299136,DQ20_BRINGE_NPC_ZIEL2,'Son'
477299137,DQ20_BRINGE_NPC_ZIEL3,'Cow'
477299138,DQ20_BRINGE_NPC_ZIEL4,'Pig'
477299139,DQ20_BRINGE_NPC_ZIEL5,'Chicken'
477299140,DQ20_BRINGE_NPC_ZIEL6,'Horse'
477299141,DQ20_BRINGE_NPC_ZIEL7,'Forest Ranger'
477299142,DQ20_BRINGE_NPC_ZIEL8,'Medic'
477299143,DQ20_BRINGE_NPC_ZIEL9,'Nurse'
482251959,DQ14_TOETE_NPC_ZIEL10,'Magician'
482251960,DQ14_TOETE_NPC_ZIEL11,'Dark Elf'
482251961,DQ14_TOETE_NPC_ZIEL12,'DeMordreyan Soldier'
482251962,DQ14_TOETE_NPC_ZIEL13,'Robber'
482251963,DQ14_TOETE_NPC_ZIEL14,'Lich'
482251964,DQ14_TOETE_NPC_ZIEL15,'Poisonous Spider'
482251965,DQ14_TOETE_NPC_ZIEL16,'Nobleman'
482251966,DQ14_TOETE_NPC_ZIEL17,'Mummy'
482251967,DQ14_TOETE_NPC_ZIEL18,'Undead Mage'
482667361,DQ15_TOETE_NPC_ZIEL1,'Orc'
482667362,DQ15_TOETE_NPC_ZIEL2,'Ogre'
482667363,DQ15_TOETE_NPC_ZIEL3,'Minotaur'
482667364,DQ15_TOETE_NPC_ZIEL4,'Harpy'
482667365,DQ15_TOETE_NPC_ZIEL5,'Gargoyle'
482667366,DQ15_TOETE_NPC_ZIEL6,'Wyvern'
482667367,DQ15_TOETE_NPC_ZIEL7,'Zombie'
482667368,DQ15_TOETE_NPC_ZIEL8,'Ghoul'
482667369,DQ15_TOETE_NPC_ZIEL9,'Skeleton'
493016503,NQ_OWBM13065_LOG_TITLE,'Whispers in the Wind'
494382320,NQ_UW9517_LOG_QSIEG,'They’ve started drinking now. Sebastian the Slicer will no longer require my help.'
501423366,DQ_15054_ZIEL,'Thank you so much! I am going to raise a toast to your health when I am victorious!'
502733837,DQ13_TOETE_NPC_ZIEL1,'Orc'
502733838,DQ13_TOETE_NPC_ZIEL2,'Ogre'
502733839,DQ13_TOETE_NPC_ZIEL3,'Minotaur'
502733840,DQ13_TOETE_NPC_ZIEL4,'Harpy'
502733841,DQ13_TOETE_NPC_ZIEL5,'Gargoyle'
502733842,DQ13_TOETE_NPC_ZIEL6,'Wyvern'
502733843,DQ13_TOETE_NPC_ZIEL7,'Zombie'
502733844,DQ13_TOETE_NPC_ZIEL8,'Ghoul'
502733845,DQ13_TOETE_NPC_ZIEL9,'Skeleton'
508364265,DQ_15038_LOG_ZIEL,'The witch no longer exists and the inhabitants of Faeries Crossing are relieved that they can live in peace again.<n>Quest completed.'
523888504,RB_193_TEXT,'You are not a disciple of the dragon and therefore you may be useful to me. Find a dragon scale to use in a weapon or armor and I will make it up for you! <n>I bear a deep grudge against this monster, for my daughter was sacrificed to it years ago. <n>One day your destiny will lead you to the dragon and when you face it, the wrought dragon scale will give you the strength of a dragon! <n>Look for the remains of a dragon on the plateau. Dragons often fight wyverns and sometimes they even win. '
523929892,DQ23_BRINGE_NPC_ZIEL1,'Daughter'
523929893,DQ23_BRINGE_NPC_ZIEL2,'Son'
523929894,DQ23_BRINGE_NPC_ZIEL3,'Cow'
523929895,DQ23_BRINGE_NPC_ZIEL4,'Pig'
523929896,DQ23_BRINGE_NPC_ZIEL5,'Chicken'
523929897,DQ23_BRINGE_NPC_ZIEL6,'Horse'
523929898,DQ23_BRINGE_NPC_ZIEL7,'Forest Ranger'
523929899,DQ23_BRINGE_NPC_ZIEL8,'Medic'
523929900,DQ23_BRINGE_NPC_ZIEL9,'Nurse'
525943235,DQ_1013_QSIEG,'Hooah <Battle snort when SC deals a blow against an opponent>'
526953728,NQ_7608_LOG_SIEG,'I have sent the Mohkva into the realms of death where they can join the three monsters. They will never deceive anyone ever again. What a mindless fight. At least the Mohkva dropped some useful items.'
527742740,DQ_6325_PRENPC,"Aha! It's still twitching!"
528613914,DQ_15024_ZIEL,'Thank you very much, you are my savior. My son may rest in peace now. Stay safe!'
530974822,DQ_15051_OFFEN,"I still haven't heard from them. Do you know anything of their whereabouts yet?"
534633427,NQ_7615_LOG_OFFEN,"A scorpion has stung the child and she is in agony. Only an antidote will save her. I have to obtain six scorpion stingers and some hogweed from the desert for this antidote. If I've saved her once, I will save her twice!"
537911631,NQ_Z6857_ABBRUCH,'This city looks promising. There are sure to be interesting quests to be carried out here.'
551178888,NQ_Q27157_HEADER,'Traveling Lady'
552153346,DQ_15066_ZIEL,'What you are telling me validates my worst fears. At least you were able to save Martino’s life. I thank you for that… The loss of three lives is a strike into the heart of Gloomoor...'
552413946,NQ_UW9522_LOG_HEADER,'Find an antidote for Mirkon.'
556058813,NQ_Z23792_SIEG,'You did it. I am so grateful that you saved our forest. Our people are in your debt.'
558367724,NQ_OW313_HEADER,'Virtis Wigarnuk'
559425940,NQ_UW7624_LOG_PRE,"Tarantula's Saber of Precision"
560388683,NQ_WD25281_LOG_QSIEG,'These passageways are crawling with foes. Great!'
561003671,NQ_7600_LOG_OFFEN,'No living soul should be tied to such a horrific place for all eternity. I will turn over every stone until I have found the gold of the ancient sovereign. Once I returned it to the altar, the Dwarf warrior will be free again.'
561150591,DQ_10251_LOG_HEADER,'An unknown monster is hiding somewhere in or around the village during the day. I have to find and eliminate it.'
561209047,NQ_7621_LOG_TITLE,'Crab Cocktail'
565041698,DQ_15009_OFFEN,'Did you go to Silver Creek in order to fetch me something to drink?'
565829641,DQ_15070_LOG_ZIEL,'Ritargon gasped when I presented him with my payment request. Oh well, if he does not pay up I can always take the bar back…<n>Quest completed.'
567806333,DQ_15070_ZIEL,'Ah, you returned with the copper bar. Thank you very much. How much do I owe you? Uhm, don’t you think that is a bit too much? Oh well, without you I would not have a bar I suppose. Here is your payment.'
568636426,NQ_OWHE9537_QSIEG,'Please fetch me some tangleweed from the herb garden.<n><n>I am currently busy researching a new cure for rashes and I require some tangleweed from our herb garden to complete my experiments. I would be very grateful if you were kind enough to get some for me.'
570678172,NQ_OWBM20213_HEADER,'Return the runaway groom to his bride'
572137057,DQ_15049_ZIEL,'Thank you so much! I have to hurry now and put the ring back before my grandmother notices that I have taken it from her casket.'
573205547,Q_14257_LOG_SIEG,'Battle breathing #4'
573868363,DQ_15040_LOG_ZIEL,'I have returned a sample of the derelict portal north of Timberton to Arthur the Pondering.<n>Quest completed.'
578726922,NQ_SF17119_POST,'Forwards!'
579343894,DQ_15036_ZIEL,'Let me see. Yes, that is pure lentil liqueur. If you drink just one glass of that, you remember little but develop a terrible headache. Would you like to try some before you go?'
580438269,NQ_7618_LOG_HEADER,'A Brother in Need'
580949406,NQ_Q29135_TEXT,'My armor offers me no protection against poison'
580965782,DQ_15067_LOG_ZIEL,'This delivery will be processed into an antidote immediately.<n>Quest completed.'
582740527,DQ_15055_OFFEN,'Mommy… I want Fluffy back!'
584483131,DQ_15011_OFFEN,'Have you dealt with the beast yet and served justice?'
586704743,DQ_15080_LOG_OFFEN,'These beasts are truly tough. Still, they were not strong enough to win against me. I have collected the six hearts and will return them to Warlock Khral.<n>'
590507357,NQ_SF22568_INTRO,'The Vampiress in both her knight and true forms strikes an opponent hard, throwing him backwards. '
590838207,DQ19_TOETE_NPC_ZIEL10,'Magician'
590838208,DQ19_TOETE_NPC_ZIEL11,'Dark Elf'
590838209,DQ19_TOETE_NPC_ZIEL12,'DeMordreyan Soldier'
590838210,DQ19_TOETE_NPC_ZIEL13,'Robber'
590838211,DQ19_TOETE_NPC_ZIEL14,'Lich'
590838212,DQ19_TOETE_NPC_ZIEL15,'Poisonous Spider'
590838213,DQ19_TOETE_NPC_ZIEL16,'Nobleman'
590838214,DQ19_TOETE_NPC_ZIEL17,'Mummy'
590838215,DQ19_TOETE_NPC_ZIEL18,'Undead Mage'
594996881,DQ_15040_ZIEL,'Oh, you are back already. Let me see… Well, this is an interesting artifact… a beautiful piece for my studies. I thank you sincerely!'
597168691,DQ_15037_LOG_ZIEL,'What a wonderful sight, master and wolf are reunited. I wish all of my quests were as easy and rewarding as this.<n>Quest completed.'
602233363,NQ_7623_LOG_SIEG,'It was difficult to hunt down all these Nuk-Nuk and Skull Rippers, but I did not rest until I had completed the task. Now the Darethian is able to cast his localization spell while he is safely in his retreat and he will remain unharmed.'
602883326,DQ_15078_ZIEL,'You are truly the chosen hero. You have shown you have the capability to overthrow Anducar! Here, take your reward and fulfill your task!'
603848225,DQ11_BRINGE_NPC_ZIEL1,'Daughter'
603848226,DQ11_BRINGE_NPC_ZIEL2,'Son'
603848227,DQ11_BRINGE_NPC_ZIEL3,'Cow'
603848228,DQ11_BRINGE_NPC_ZIEL4,'Pig'
603848229,DQ11_BRINGE_NPC_ZIEL5,'Chicken'
603848230,DQ11_BRINGE_NPC_ZIEL6,'Horse'
603848231,DQ11_BRINGE_NPC_ZIEL7,'Forest Ranger'
603848232,DQ11_BRINGE_NPC_ZIEL8,'Medic'
603848233,DQ11_BRINGE_NPC_ZIEL9,'Midwife'
604473521,NQ_DW20609_LOG_TEXT,"Herbert's Favorite Shirt"
612025931,DQ_15034_LOG_OFFEN,'The Ronins are history. I will now return the five gold bars to Mascarell.'
612404350,DQ_15076_LOG_OFFEN,'The stupid ogre wanted to talk about past times and tell me of his difficult childhood amongst humans. Well, I was not going to accept that poor excuse.'
618536313,DQ_15082_ZIEL,'You really did it. You must be very powerful if you managed to deal with ten of the forest folk… Take this as a reward!<n>'
621946047,DQ_10252_LOG_SIEG,'I have killed the hag who lived inside the strange tree.'
624127442,DQ5_BRINGE_NPC_ZIEL10,'Day Laborers'
624127443,DQ5_BRINGE_NPC_ZIEL11,'Master Builder'
624127444,DQ5_BRINGE_NPC_ZIEL12,'Carpenter'
624127445,DQ5_BRINGE_NPC_ZIEL13,'Smith'
624127446,DQ5_BRINGE_NPC_ZIEL14,'Art Expert'
624127447,DQ5_BRINGE_NPC_ZIEL15,'Alchemist'
624127448,DQ5_BRINGE_NPC_ZIEL16,'Veterinarian'
624127449,DQ5_BRINGE_NPC_ZIEL17,'Furrier'
624127450,DQ5_BRINGE_NPC_ZIEL18,'Tailor'
624127451,DQ5_BRINGE_NPC_ZIEL19,'Maidservant'
624127555,DQ5_BRINGE_NPC_ZIEL20,'Servant'
624127556,DQ5_BRINGE_NPC_ZIEL21,"Lady's Maid"
624127557,DQ5_BRINGE_NPC_ZIEL22,'Geologist'
624127558,DQ5_BRINGE_NPC_ZIEL23,'Dancer'
630073874,DQ_15048_ZIEL,'You say you killed it? How foolish! I wanted to examine it further! Get out of my sight… Uhm, err… excuse my harsh words. I must still be confused because of yesterday’s misfortune. I am… really… grateful.'
632236047,NQ_X21119_INTRO,'Poisonous Bow of Honor'
633609417,DQ2_TOETE_NPC_ZIEL10,'Magician'
633609418,DQ2_TOETE_NPC_ZIEL11,'Dark Elf'
633609419,DQ2_TOETE_NPC_ZIEL12,'DeMordreyan Soldier'
633609420,DQ2_TOETE_NPC_ZIEL13,'Robber'
633609421,DQ2_TOETE_NPC_ZIEL14,'Lich'
633609422,DQ2_TOETE_NPC_ZIEL15,'Poisonous Spider'
633609423,DQ2_TOETE_NPC_ZIEL16,'Nobleman'
633609424,DQ2_TOETE_NPC_ZIEL17,'Mummy'
633609425,DQ2_TOETE_NPC_ZIEL18,'Undead Mage'
635269603,NQ_5005_LOG_QSIEG,'I was swift like the wind and delivered the mail successfully.'
636234440,NQ_SF6516_INTRO,'Death cry #1'
636419051,RB_5082_LOG_TITLE,'Clear the Northern Core Region.'
